Height,Weight
67.4629906554,182.3012855847
69.3129086423,190.185146912
63.7310481677,160.3449038744
60.6798174028,129.3010237667
70.6633230772,195.6263190575
67.5940311256,186.7514169415
74.6495078833,227.5006450683
70.467078854,197.1875320313
71.9440105193,209.5562827193
74.0257508103,209.7592720668
70.7822281622,220.4367863795
64.727256961,169.207936994
68.3830240802,185.8456167799
71.4692208023,192.6914931169
66.9444537376,177.0260877819
70.7969790042,199.9473830589
65.2924347799,168.7102902502
61.754009829,123.5281430202
62.480671309,160.2422382087
67.8056798702,197.0826110422
69.5259942798,161.9709375533
72.5007566339,201.6550559382
70.4852947444,194.7861983251
66.6897359932,162.5654067339
71.2919175837,175.8109677131
71.796767198,209.3793101858
73.0563442505,204.4603316173
68.8533543683,210.8690841789
66.0454438575,169.3262841918
73.9859014156,223.3261049504
69.2516178781,192.9468910789
69.3406572152,172.9048014476
70.9762649668,191.5721535555
63.5612776252,157.1195444595
69.770150952,182.7954943218
65.1884775622,151.8869422497
69.9789408199,193.341082818
69.7505971518,185.4279701391
71.1714311524,195.3823107605
70.5720017829,174.1968873014
65.6510895191,164.64981394
67.1384141393,163.8450013286
65.9180869418,174.7199581056
73.7866364435,212.9005559954
67.7372513405,172.7942606111
65.5440762535,171.9803312611
71.2139125657,195.9234164984
65.5923540298,174.8153485131
65.6675544807,174.5668558417
61.9727358786,140.277749662
73.8999386864,215.5597032519
72.342183642,215.8582339014
70.3116943409,184.2438603485
67.1155643547,168.2021671276
65.9324817644,151.384618198
67.2277450208,185.9701608516
70.1143436294,203.2417318027
74.8414997197,223.945670278
64.5273026255,148.4721858535
70.0512546906,207.1946472946
71.8331687753,205.1930617608
72.8367396944,209.4224842752
73.3018657467,199.1669286789
66.3931924474,165.0646095455
66.5151619602,180.7605348232
69.2728126084,202.2987601517
68.2319539277,195.2619902961
70.4138690343,184.2326617449
69.7268852052,188.4537596712
65.5107338906,157.2050253022
69.137269357,196.5523243152
73.6661887961,208.3661793286
65.8927525258,158.184985697
68.3544289583,184.5984279557
70.4247305296,197.9075211498
72.0802011466,202.8672366689
71.7111247853,199.0807789874
65.7291618715,156.2239584659
63.8983381992,168.2995379774
70.316009712,201.5106880974
65.7887297928,174.5848799395
69.8274641852,196.9307920286
68.3311500918,197.7567703194
67.7415892669,165.6432833052
75.0338894407,232.886117052
73.4040585211,192.732404677
69.5547618794,192.1816687371
64.539039784,157.1292771983
67.5467614711,163.4952025668
73.0964779849,205.1575779907
66.5539810727,171.4285918857
73.9916041889,208.9645835613
70.8626880592,209.7591140324
71.5687336967,206.2604577598
65.8383911344,177.2116965981
70.2755336626,211.7162538109
61.7735219954,149.5148391703
74.8249453075,220.3363668867
71.6051458475,192.4279136134
67.2601035772,163.386512747
70.9241944325,199.7783726399
75.0596686484,218.583687985
73.1008762423,223.206451566
70.6619920308,217.9518826059
67.1446673494,171.2077788986
67.1231534297,147.5379561553
69.5249439626,170.0371862512
65.2246916634,160.8360744526
68.4104628206,185.1277354696
68.7634636962,177.0833881751
67.9368688125,188.8840968188
69.2378286912,159.2448861809
68.4657239181,188.0792760462
65.6942935969,150.9606195705
69.4309980464,172.3258811785
66.1353914166,166.3638186925
70.8770481302,186.3398243708
65.9730649995,187.658379143
64.9391154197,163.8801985253
68.3686033212,196.9495063689
69.5255513063,189.7073987808
66.4556021398,188.9748473089
69.4745817617,177.343917682
68.7300987032,184.130431971
73.7812744801,221.2400957627
76.5018833406,217.8823463949
71.2257019249,199.1827629525
64.5062104482,164.5003666207
66.5038149399,163.2698893158
69.2104130404,187.6248203391
63.5463697192,150.3466584567
69.7311284329,202.7071023728
68.6082084642,181.7248365282
71.4641302479,206.5908566931
69.5094880015,203.9854154876
73.759635742,231.6086709422
68.2777867627,195.1899301564
72.4546334226,200.2900044741
70.7691932704,195.3530574972
70.4521407449,188.0988373004
68.9040988534,194.6597697745
69.2384271869,197.4120913552
67.2778472839,156.4163421923
71.4637646916,207.7685349749
68.8406335127,171.9211499334
71.4059647137,216.9232911918
70.1448740733,190.5853767533
70.6796910336,206.1198391855
68.5411160546,201.1088922948
71.4347269121,206.5940587503
65.2208204814,158.9871860848
70.7731514183,208.2235661399
69.7600947895,187.8120618663
63.9625306846,168.3494567985
70.304163269,196.8350516622
70.3168492217,205.5218857952
67.4054078779,164.5743912918
67.1215030537,167.1915271962
68.3775798869,168.9973239208
69.5782389725,184.2198181546
62.532253284,168.1533262199
69.3368215259,184.1194152872
66.7874672788,172.1754663127
75.3912922303,218.6046972889
70.2136290842,189.6582737752
71.1035636159,196.7599362038
69.7938878918,181.7231931809
66.4718444604,175.3891517608
70.7137140881,208.7104385852
63.6187172861,162.6749751833
70.5492797174,191.3188108345
67.4028210941,192.6726758241
71.4351749033,213.3377733088
68.593405136,187.402530931
71.4523265353,203.4482730046
70.6987899472,189.9854788288
71.3914644848,197.3070585829
70.4856431656,193.3599469935
74.4081878557,226.7010229323
63.400423229,185.1881380406
68.3997191188,171.329108454
67.4298541805,175.1243663317
70.8119999651,196.2211134901
67.1102710066,194.7523536981
67.7282199002,184.4684504017
68.5508321853,179.5567898919
68.6194849726,192.6056385652
70.6057610101,197.3412471763
67.0867812194,164.175700819
65.3117081851,167.3277027577
69.9241467519,185.8665842886
68.3646348846,193.9817476114
70.8698049234,205.8639345184
76.0123000123,235.4379660814
67.9659678054,176.9667278792
69.7650874422,199.0264276238
69.5686723852,200.70405166
71.5600187425,213.9785965807
70.9580492705,201.6633373213
65.4409223112,144.1320268509
70.9761245176,202.6031880305
67.992851242,183.9580891534
70.5185150906,199.5684410283
69.1091914383,176.0454070115
71.6055730997,194.9325685265
69.8895585818,203.518326493
66.456898775,166.6846487515
70.2913541844,207.5085426116
62.6199652024,152.8529747188
66.6216818319,146.2308047424
65.3502881768,156.7613371388
71.6067398889,209.9649431852
69.4129144288,183.9021104391
69.893813593,200.7968544761
65.6659585641,164.2156391836
64.4082732512,154.6410416088
68.6268858348,189.4492404664
69.6002826443,176.5948885605
67.4532312428,173.27221779
68.169994598,185.253109882
69.5536140361,203.8110909428
65.7472979879,182.0516903297
73.122393151,201.7037780192
66.6209260032,177.8426553422
69.1459089866,202.6281960936
65.9657950477,186.2254307251
67.2032664163,185.4540072296
65.4539571709,175.8444850448
73.0300920269,209.5878005076
68.3172449023,179.3708560177
66.3342814592,165.3682764693
72.3619834818,198.2629703271
67.71742749,184.9318041997
70.4775913017,200.2479961911
71.1629916474,199.4439889864
69.3547795616,202.3322157312
70.097237645,201.9937280236
69.2972916961,197.3587607107
63.3099692849,157.0035436658
67.8872298891,183.3433272424
73.202969901,203.023116064
73.1411550986,193.9260341925
70.8959825454,195.601365349
72.1426926654,214.8539252715
72.1327778675,184.1471888344
71.2066187431,193.7432599811
66.2521505114,170.1094996284
72.3415887743,205.6996211164
68.0689221118,166.2635001153
71.3973089137,198.4067338067
65.7260320477,169.6752602958
67.1104474204,160.0502852512
72.2150349076,204.93776015
63.0097830848,147.901820044
69.569155212,180.9498233601
70.4040016797,217.8372447621
68.030215597,189.3616397926
69.7779103181,176.09028934
62.0786351862,130.2772748508
65.8344196799,159.3191150733
70.7809360392,191.9681778747
69.5714302095,182.1541391592
67.3270648125,188.351725669
67.8146018831,191.7600017925
66.682242767,162.7669683305
69.6397087491,197.596213071
64.7742374037,182.5898440942
73.9629410746,200.0071608517
67.9333838365,184.4095200024
66.7700394703,165.4897680018
68.9363575757,176.6521792259
76.4345587137,228.8729906377
68.9961453682,180.3509243905
73.5018396238,225.9722183218
69.6031034025,189.8166449003
72.0673799857,202.2620741387
70.4892245365,178.9187142087
67.0348505612,167.0442331155
66.1841084963,172.6376115367
68.6942095017,179.9625087901
66.6532337437,160.1474361279
69.8386570783,178.3924825582
66.2450648071,154.5886895859
72.8110316093,208.8488464954
64.4747469569,169.4306342722
69.7544793253,181.6410488845
70.6614443892,203.8447915764
72.4706184939,184.4463253035
68.1715328456,199.7018114792
72.9871714256,206.6293992124
70.5335647703,196.5843459365
70.0469530716,190.0024051913
69.0160671628,196.7639075496
73.5491622682,222.2974921206
68.1180978275,180.0656094066
68.2876370332,178.4325977365
71.527047695,202.7487397115
73.3965429283,220.9457607436
69.8445640845,198.6302781941
70.1519658797,203.734480758
66.2997258733,150.1493612771
76.4929339594,227.1392959745
71.0323851972,186.762487512
66.6310409368,170.4211493321
66.0755368152,182.4280025316
70.6131624145,187.4720235429
65.2034806845,158.6645552169
66.8618612871,175.7972754354
73.7579982987,220.7702320066
69.8980860723,195.7589354637
69.5273197188,189.0273678508
66.74447747,154.1268504293
69.0744920317,179.3868167223
68.5617507293,172.1953636877
70.3225500128,190.4617767582
71.9491204211,208.0889465132
70.9165517925,191.8832670183
70.3711233533,197.3824156613
67.796477152,189.6831513198
68.69999563,208.068199265
69.1146317961,188.7172725525
67.6971036456,187.4238964211
71.2803302309,217.9035993666
71.4275751935,201.8428086644
71.0433563208,204.6277276591
64.7262559398,143.3475654982
67.1481594371,182.0312480366
72.2916970256,202.1043716342
70.2428661701,192.7961125626
64.4578578492,158.9166992855
74.4649885444,213.4821025705
65.2989151495,162.818275469
72.749526114,212.1807188128
65.718178754,155.175542787
68.8900949392,194.6814346432
73.0384086139,209.4753880836
69.8607463842,198.3218281212
69.8611969523,179.6624964618
71.7655616629,192.6903831515
66.8208458859,179.8015682316
67.7876938263,190.5067956463
69.2507138496,196.1411444822
68.9296721084,180.8264574323
68.9971098557,186.6353129967
66.3739949336,167.7843910286
66.376519327,179.4688864317
69.0545697566,181.3603512423
65.6674754047,161.4222109296
62.7528775217,149.7597060165
66.5779867059,161.2018905948
67.2721706595,187.3633658482
69.8365516519,176.0116732678
74.2164309445,238.5694508765
71.2305285618,209.032876811
70.7628651266,194.7965672531
67.8789538779,163.7244326241
67.1145266908,182.5124511209
66.5398122217,175.0932546894
67.0912186561,180.8807246068
68.8934176531,172.6542378643
71.882696742,207.5756135817
70.5318761057,194.0094729848
69.208108195,187.8671025462
66.8547377457,161.2239648041
77.1608008945,228.70730085
68.1985373166,176.4568283766
66.795793092,186.9938986067
74.0702062076,218.423584474
69.6917430452,184.6189529088
70.4827574106,199.3592239999
66.202963609,164.6344636702
71.8578879072,193.4299897635
65.975207183,171.0768314401
72.6769610901,217.5614153687
69.8120217065,188.0649839386
69.0431459809,178.1848174644
63.850678394,151.9966614851
64.9097852366,145.1761358727
65.0454440088,147.6602601393
68.8743961942,183.4385391534
69.9822194992,178.3484391177
62.7093037097,152.8204681052
66.923436758,173.6342570942
67.2690439717,180.0356726975
72.1225255314,200.3368055943
69.611403255,170.2961967468
65.1847008705,166.7385547048
74.0802749474,194.7788543308
61.1218286329,152.7911300866
68.3214528669,206.4261469415
63.9529283994,164.7714753522
68.5813735185,181.1670609504
64.9259089635,185.0018541784
69.6597535242,209.5204245996
71.120753323,197.3454360265
62.8041907056,148.6050423612
70.8112617092,201.2242771336
69.5495105695,199.1938147547
67.0323461956,188.4596891315
67.3968342542,178.300196635
69.3718433314,173.4301696088
74.5451369404,218.4375679081
66.5565249852,173.3868302103
67.2599528244,186.3207971935
66.0019677251,165.1677227817
67.2835074243,203.1357595606
67.9246336365,161.6708278442
66.057633807,164.4705038792
65.844580464,170.7923569046
69.0310628517,170.3101221862
70.3271164112,192.4971608696
66.5343065073,166.3712579981
71.4716748984,196.5409599911
70.0469307663,183.6196207779
68.6057105628,187.2913918632
68.9823807296,178.2824094867
73.7888849043,222.3975605238
69.072810817,190.5879129578
73.1879491115,204.1038169624
68.6773844056,192.1962460872
64.9223362561,179.4090918623
66.1112291403,192.765580966
67.7489898525,169.7402720902
71.8139035569,192.8164416794
69.1954412204,185.7291961337
67.4071716573,188.5940922367
69.8766334089,179.6809303235
64.3666767246,162.495082455
67.4928538573,183.3837801732
73.1224332056,221.4459020767
67.6529454789,188.8898645423
68.5379018504,191.8229142724
70.7247580227,214.261518198
68.2301503124,182.3828221513
67.6971234115,163.9398785802
73.716742753,198.4622268954
68.8584572194,187.395085781
66.4737659659,175.9473678043
69.9722813211,188.6259111601
67.5561832237,200.7796910315
74.2720186548,209.9374928063
72.0938599798,201.8626584162
69.5697796657,182.79484421
71.6140894517,206.1634325037
67.1385496121,171.8769663505
68.4156512567,171.3212162792
78.0958674716,255.6908348368
68.642627598,178.8167945614
70.0268418934,186.3587021941
74.3256770079,220.8457274502
72.2316362418,202.1371600789
67.6666640963,193.0816469162
66.4241871307,157.2880879624
65.0711134702,180.7565256404
69.1569821008,206.5151902538
67.8053118991,180.0045481663
68.2387453921,193.9838213254
72.5488519759,203.6275837421
74.056426845,211.730517311
73.2367882181,201.0998005967
72.8376848797,212.2040395738
68.269819902,167.9107288783
70.0718191269,207.0866750628
71.7386947669,185.8426218196
68.6739597006,172.8471848693
70.1821393879,184.7233308385
